id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p2_183377,134.70362949999983 -1.9222036650000065,0.0423271,-0.0107,-0.0319,1.402,6.0,26.4266,25.2581,24.2818,23.8642,23.7584
W2p1p2_183381,134.20062900000028 -1.9221848839999784,0.249828,-0.0065,0.0011,0.9194,4.4,24.5882,24.3146,24.2732,24.2114,24.302
W2p1p2_183389,134.33510009999978 -1.9222352430000185,0.97901,-0.011,-0.0081,0.2638,21.9,27.9886,24.7414,23.3638,22.3485,22.0282
W2p1p2_183390,134.10031130000016 -1.922116943000013,0.00987728,-0.004,0.0085,1.0573,10.0,24.2526,23.9373,23.8738,23.177,22.9279
W2p1p2_183391,134.88959979999973 -1.9220444590000194,0.390892,-0.0144,-0.062,0.4708,4.3,99.0,99.0,25.838,24.2075,23.0836
W2p1p2_183394,134.80160780000003 -1.9227869289999808,0.0348304,-0.0103,-0.0413,1.9815,45.9,25.1156,23.9238,22.6228,21.4697,20.9653
W2p1p2_183397,134.77522519999982 -1.9221756220000203,0.00869704,-0.0092,-0.0376,1.336,8.7,24.8916,24.7017,24.028,23.3847,23.3239
W2p1p2_183399,134.49120140000016 -1.9220981250000038,0.4907,-0.0115,-0.0155,0.888,4.0,25.1474,24.9304,24.9013,24.2615,24.0654
W2p1p2_183400,134.29954780000017 -1.9221139229999906,0.298812,-0.0107,-0.006,2.1568,4.1,25.5744,25.0387,24.7299,24.6303,24.0646
W2p1p2_183406,134.83639380000008 -1.922097439000008,0.634983,-0.0138,-0.0438,1.8742,4.2,26.3467,25.7754,25.93,24.6156,24.5256
W2p1p2_183410,134.87689189999998 -1.9219913739999923,0.00807412,-0.0126,-0.0541,0.9937,2.8,99.0,99.0,25.879,24.6488,24.0643
W2p1p2_183433,134.5763167 -1.9219649089999944,0.00490001,-0.0098,-0.0181,1.7944,9.5,24.7745,24.061,23.3614,23.2904,22.996
W2p1p2_183434,134.76675089999992 -1.921964719000022,0.00359332,-0.0077,-0.0334,3.2996,11.2,24.0493,23.7809,23.1808,23.0734,22.7449
W2p1p2_183435,134.89334179999977 -1.9225995589999956,3.18412E-4,-0.0148,-0.0617,3.4078,13.7,23.8912,23.1255,22.7687,22.6321,22.4121
W2p1p2_183436,134.81617250000028 -1.9225200279999959,0.974954,-0.0109,-0.0437,0.0,67.0,21.713,21.3329,21.1923,21.0322,20.93
W2p1p2_183438,134.76794339999992 -1.9227977260000013,0.00483196,-0.009,-0.0364,2.5142,11.9,24.2606,23.764,23.3113,23.0064,22.1456
W2p1p2_183439,134.1389061000002 -1.9219115030000242,0.200829,-0.01,0.003,0.5089,4.1,99.0,99.0,25.9567,24.3495,23.4902
W2p1p2_183440,133.99119249999987 -1.9221606369999917,0.012328,-0.0135,0.018,1.4364,14.1,23.9256,23.654,23.5217,22.7609,22.6402
W2p1p2_183442,134.4494436000001 -1.9219754709999775,0.0432785,-0.0117,-0.012,1.0216,16.4,23.9929,23.5654,22.9234,22.6309,22.4745
W2p1p2_183445,134.6669793000001 -1.9218707780000055,0.0135722,-0.0093,-0.0262,1.0376,6.0,25.1472,24.5581,23.9566,23.7262,23.4632
W2p1p2_183451,134.36085750000015 -1.921857613999996,0.299148,-0.011,-0.009,0.5767,5.0,25.2039,24.9933,24.1946,23.9715,24.7168
W2p1p2_183452,134.03324110000023 -1.9218083470000005,0.707096,-0.0165,0.0115,1.2976,3.8,25.6621,25.0177,24.7931,24.1853,23.7066
W2p1p2_183461,134.10362680000014 -1.9220032140000247,0.00751803,-0.0043,0.0082,2.495,10.4,24.6178,23.6814,23.3272,23.1795,22.9565
W2p1p2_183470,134.74101910000022 -1.9220867320000143,0.0338912,-0.0071,-0.0297,1.0612,28.5,24.6545,23.9248,23.0056,21.9353,21.2123
W2p1p2_183471,134.83105680000003 -1.9229453780000154,0.0216684,-0.0119,-0.0496,3.8175,41.4,23.0345,22.0826,21.7558,21.5659,21.573
W2p1p2_183474,134.78784679999984 -1.9217099389999892,0.0840752,-0.01,-0.0393,0.8316,3.4,25.9848,25.6187,24.8122,24.3874,25.0633
W2p1p2_183477,134.48868349999992 -1.9217122629999999,0.00361018,-0.0116,-0.0153,1.8082,6.4,25.3065,24.5217,23.896,23.6995,23.9763
W2p1p2_183478,134.4250568999999 -1.9217069079999796,0.106451,-0.0126,-0.0107,0.9821,5.0,25.1098,24.9966,24.6736,23.9427,23.4773
W2p1p2_183479,134.47295379999997 -1.9216937060000223,0.554599,-0.011,-0.0135,0.5021,6.6,27.3701,25.9873,25.3837,23.6446,22.6876
W2p1p2_183483,134.62786210000013 -1.9216215559999945,0.0422237,-0.0125,-0.0247,1.1671,6.9,24.6288,24.3849,24.1083,23.7133,23.347
W2p1p2_183485,134.19105230000002 -1.9216468210000164,0.093734,-0.0072,8.0E-4,1.0598,5.5,24.7462,24.5027,24.1805,23.8034,23.4527
W2p1p2_183490,134.6023320999998 -1.9221426220000175,0.199449,-0.0098,-0.0206,1.1752,28.0,23.3893,22.8706,22.2493,21.9789,22.0772
W2p1p2_183491,134.1440675000001 -1.9216047210000042,0.00581764,-0.0065,0.0046,1.5197,3.5,25.4064,24.7949,24.7692,24.4183,24.3301
W2p1p2_183492,134.63964989999977 -1.9219692660000227,0.100151,-0.01,-0.0234,0.989,33.2,22.7428,22.5628,22.0936,21.8412,22.1403
W2p1p2_183493,134.71597000000028 -1.9216519830000114,0.00770138,-0.0091,-0.0313,2.2169,10.2,26.0586,25.593,24.3686,23.2519,22.4206
W2p1p2_183496,134.69176940000017 -1.922341887999979,0.0118205,-0.0093,-0.0285,3.2766,17.9,24.0593,23.5402,23.0961,22.6021,22.6256
W2p1p2_183498,134.21441450000006 -1.9215826120000172,0.00946089,-0.0072,-1.0E-4,1.6891,8.5,24.528,24.2305,24.0246,23.422,22.8224
W2p1p2_183499,134.35528820000025 -1.9215753099999875,0.0444927,-0.0127,-0.0096,0.9379,8.2,24.9474,24.4659,23.8662,23.4396,23.5519
W2p1p2_183501,134.68178530000006 -1.921904161999978,0.940233,-0.0108,-0.0308,0.0,28.2,26.6261,24.4162,23.1796,21.9445,21.3887
W2p1p2_183503,134.1923878 -1.9215917249999983,0.0803017,-0.0062,0.0018,0.9936,10.1,24.7003,24.3402,23.9541,23.1599,22.7768
W2p1p2_183504,134.1155215999998 -1.921531048000023,0.00659682,-0.0047,0.0074,1.4397,8.2,24.5086,23.6563,23.4374,23.4543,23.3303
W2p1p2_183505,134.61948650000014 -1.921830416000005,0.984074,-0.0135,-0.0249,0.0,28.0,23.8539,22.6401,22.1927,21.9988,22.0046
W2p1p2_183507,134.86830239999998 -1.9214754389999906,0.242454,-0.0127,-0.0521,0.4826,4.8,25.2478,25.2041,24.7893,24.0396,23.6861
W2p1p2_183510,134.6069716 -1.9215447650000175,0.0360369,-0.0089,-0.0167,1.7452,3.8,25.3825,24.747,24.6746,24.5702,24.2348
W2p1p2_183512,134.35217570000015 -1.921532076000028,0.0840688,-0.0111,-0.0087,1.0269,4.1,25.9746,25.6449,24.8302,24.2222,23.6392
W2p1p2_183518,134.77963090000011 -1.9214670420000193,0.00354316,-0.0097,-0.0385,3.1006,4.0,25.138,24.9607,25.1557,24.3691,23.7979
W2p1p2_183519,134.49191370000005 -1.9214968679999846,0.922828,-0.0102,-0.0146,0.0,5.5,99.0,26.1617,24.4276,23.9236,23.5039
W2p1p2_183520,133.9819372999999 -1.921790581000001,0.0548616,-0.0112,0.0209,0.0,41.1,99.0,24.5654,23.1559,21.5668,20.8481
W2p1p2_183527,134.91934689999974 -1.9213789279999904,0.818225,-0.0148,-0.0623,0.0,6.8,99.0,27.489,25.6873,23.7211,23.2082
W2p1p2_183529,134.84825370000024 -1.9217619239999864,0.975522,-0.0124,-0.0493,0.0,32.1,26.9971,24.7047,23.3737,21.8799,21.1896
W2p1p2_183536,134.4169855000002 -1.9228655559999768,0.028902,-0.0127,-0.0103,1.6916,112.5,21.9492,21.4283,20.7627,20.4498,20.2549
W2p1p2_183537,134.78107519999975 -1.922116969000007,0.0555526,-0.0086,-0.0355,4.3794,12.2,26.4332,25.6544,24.2838,23.0226,22.083
W2p1p2_183538,134.03533519999988 -1.922410339000003,0.00944839,-0.0156,0.0122,3.25,17.8,24.8674,24.0938,23.4665,22.6301,22.1636
W2p1p2_183542,134.1622832999998 -1.921391474999976,0.257466,-0.0079,0.0026,0.3977,3.3,99.0,99.0,99.0,24.5743,23.2545
W2p1p2_183545,133.99055369999996 -1.921258400999976,0.599577,-0.0121,0.0194,0.9421,3.2,25.3854,24.9546,24.6712,24.5112,24.0123
W2p1p2_183549,134.12292969999996 -1.9213257930000218,0.618944,-0.0143,0.0024,0.0,14.4,99.0,26.1005,24.4753,22.8092,22.0568
W2p1p2_183556,134.84085839999983 -1.9212670999999801,0.746928,-0.0117,-0.0465,0.4352,3.2,25.4417,25.1586,24.8624,24.3291,23.9867
W2p1p2_183557,134.69432410000013 -1.9212618139999778,0.0125488,-0.0094,-0.0289,1.3613,3.2,26.4497,25.9195,25.9278,24.6003,24.5935
W2p1p2_183560,134.47444890000017 -1.9216345960000023,0.0111419,-0.0109,-0.0136,3.7577,31.5,23.6439,23.1804,22.4584,21.9636,21.7651
W2p1p2_183561,134.5643413000002 -1.9213022389999996,0.114675,-0.0095,-0.0155,1.0081,5.4,99.0,25.5638,24.2867,23.8345,23.387
W2p1p2_183566,134.80353050000014 -1.9212004739999935,0.3142,-0.0108,-0.042,2.5442,6.1,25.1796,24.872,24.3242,23.9449,23.7968
W2p1p2_183568,134.64973849999996 -1.9212190160000162,0.925267,-0.0134,-0.0309,0.0,7.2,99.0,27.5995,25.1367,23.7183,23.0096
W2p1p2_183577,134.59049689999995 -1.9211762229999878,0.470962,-0.0096,-0.0185,0.5409,2.6,25.8004,24.9132,24.5304,24.44,24.7925
W2p1p2_183585,134.36428029999976 -1.9211294829999925,0.14133,-0.0113,-0.0091,1.8873,6.9,24.0382,23.7224,23.7572,23.6458,23.7698
W2p1p2_183588,134.09742929999973 -1.9211126040000064,0.581389,-0.0022,0.0101,0.3215,4.9,99.0,26.5299,25.2593,24.1825,24.025
W2p1p2_183590,134.04090059999984 -1.9210657350000249,0.693421,-0.0168,0.0098,2.6493,4.1,25.0661,24.8177,24.6225,24.1919,23.8159
W2p1p2_183592,134.4157933999998 -1.921083015999988,0.467799,-0.013,-0.0102,0.6978,5.6,25.2747,24.7624,24.1667,23.8765,23.7546
W2p1p2_183599,134.70798759999977 -1.9210175559999971,0.154566,-0.0108,-0.0324,1.3753,6.0,24.6825,24.0035,23.6817,23.6904,23.4697
W2p1p2_183603,134.36106750000022 -1.921049567000011,0.0811255,-0.0094,-0.0083,1.1614,5.7,24.7662,24.5566,24.3013,23.8211,23.3193
W2p1p2_183605,133.9963446999998 -1.9210130430000225,0.013351,-0.0127,0.0186,1.393,10.6,26.0808,25.528,24.128,23.036,22.4919
W2p1p2_183610,134.02419239999995 -1.9209365849999989,0.0128874,-0.0152,0.0126,1.9525,6.6,24.5191,23.8107,23.6991,23.4843,23.6685
W2p1p2_183611,134.92412819999998 -1.9209142910000239,0.0491024,-0.015,-0.0634,2.0436,8.4,25.2681,24.9933,24.3483,23.5601,23.3978
W2p1p2_183612,134.85656669999977 -1.921016791999979,0.0604623,-0.0138,-0.0539,1.2907,14.6,24.0228,23.6762,23.0219,22.6431,22.4539
W2p1p2_183613,134.83885270000025 -1.9210280859999835,0.0554714,-0.0126,-0.0486,0.8396,11.8,24.4242,24.0526,23.8064,22.8598,22.5997
W2p1p2_183621,134.69317580000015 -1.9209013519999851,0.0362815,-0.0094,-0.0288,2.2902,4.3,25.6527,25.3677,24.9329,24.4571,24.4838
W2p1p2_183624,134.49779309999997 -1.920905797000005,0.0981184,-0.0101,-0.0149,2.269,6.8,24.5142,23.6406,23.4372,23.2982,22.8225
W2p1p2_183634,134.2833109 -1.9208080370000018,0.52945,-0.0111,-0.0085,0.7971,3.1,25.2789,25.1128,24.6411,24.575,24.6939
W2p1p2_183638,134.90840140000014 -1.9207105419999926,0.0472826,-0.0123,-0.0566,1.6273,3.8,25.1502,24.7133,24.5459,24.6161,24.1519
W2p1p2_183640,134.88999579999987 -1.9207090380000065,0.00111788,-0.013,-0.057,1.5549,4.3,24.7404,24.3009,24.2577,23.9902,23.2915
W2p1p2_183645,134.72599510000015 -1.920927790999989,0.0243778,-0.0174,-0.0462,1.4314,13.6,23.9516,23.4426,22.6721,22.7864,22.4054
W2p1p2_183651,134.6594893999998 -1.9207093620000084,0.506024,-0.0097,-0.0255,0.8188,4.4,24.7083,24.374,24.4115,24.282,24.6257
W2p1p2_183652,134.1903955999999 -1.9207007110000245,0.164868,-0.0062,0.002,0.4084,3.8,99.0,26.1139,25.0578,24.2189,23.9862
W2p1p2_183655,134.13966230000003 -1.9207029789999828,0.392997,-0.0077,0.0041,0.4834,3.6,99.0,25.9605,24.9429,24.5867,24.2829
W2p1p2_183658,134.55611739999986 -1.9216762010000086,0.981907,-0.0108,-0.0189,0.0,153.9,25.2316,22.9259,21.7274,20.131,19.4687
W2p1p2_183662,134.04341399999987 -1.9206324799999865,0.0359296,-0.0171,0.0093,0.5033,7.4,99.0,27.3117,25.4821,23.4985,22.6009
W2p1p2_183667,134.35072780000013 -1.9217534009999777,0.0220485,-0.0111,-0.0086,2.6329,29.1,24.466,23.7903,23.0634,21.9542,21.6495
W2p1p2_183668,134.0417426999998 -1.9206052259999942,0.0654387,-0.017,0.0096,0.7142,4.7,24.2128,24.0355,24.0142,23.9654,23.4868
W2p1p2_183676,134.55384120000014 -1.9209655529999978,0.00648125,-0.0105,-0.0188,2.9902,11.7,24.0026,23.8088,23.4864,23.1315,22.412
W2p1p2_183683,134.84152200000005 -1.9206111100000007,0.0134636,-0.0118,-0.0468,1.4149,13.7,24.0117,23.6672,23.3855,22.7501,22.5151
W2p1p2_183685,134.61070219999974 -1.9205652469999972,0.00822378,-0.0084,-0.0227,2.1869,11.2,27.6041,26.1408,24.3354,22.9538,22.2971
W2p1p2_183687,134.52353489999996 -1.9205692180000202,0.0822133,-0.0127,-0.0179,0.9375,7.2,25.0024,24.7536,23.939,23.5995,23.396
W2p1p2_183695,134.26176769999975 -1.9205185619999854,0.848935,-0.0119,-0.0042,0.0,4.3,99.0,26.7421,25.3187,24.1993,23.3388
W2p1p2_183702,134.61889140000008 -1.9204367890000216,0.258328,-0.0076,-0.0164,1.1657,16.2,24.1929,23.8419,23.457,22.5645,22.3739
W2p1p2_183705,134.4251427 -1.9206424809999925,0.0119965,-0.0137,-0.0113,2.3916,19.0,24.005,23.6719,23.2623,22.4982,22.1546
W2p1p2_183712,134.31286580000014 -1.9204130640000008,0.577697,-0.0112,-0.0067,0.0,8.0,99.0,26.1755,24.8953,23.4829,22.9531
W2p1p2_183713,134.7090023999998 -1.9204396100000218,0.0185291,-0.0109,-0.0326,1.5088,11.0,25.7605,25.372,24.2181,23.1116,22.1898
W2p1p2_183717,134.63284149999993 -1.9203587920000202,0.433275,-0.0105,-0.0229,0.7486,5.1,26.8763,24.3807,24.1005,23.9821,23.8738
W2p1p2_183720,134.2431705999999 -1.9203283309999777,0.277411,-0.0089,-0.0023,0.3782,3.4,99.0,25.7234,24.9857,24.5244,24.5178
W2p1p2_183724,134.43087099999988 -1.9219972680000146,0.0289077,-0.0124,-0.011,2.5551,108.2,23.189,22.3103,21.3239,20.5082,20.1391
W2p1p2_183725,134.52847149999974 -1.9203210969999998,0.163799,-0.011,-0.0166,1.5213,6.1,25.6734,25.1823,24.1805,23.8043,23.94
W2p1p2_183726,134.37969830000017 -1.920287910000026,0.759656,-0.0112,-0.0098,0.3394,3.4,99.0,26.5492,25.0251,24.5256,24.533
W2p1p2_183727,134.8273252999999 -1.920262525999982,0.0115163,-0.0108,-0.0434,1.5811,13.5,23.9591,23.692,23.5993,22.9017,22.5257
W2p1p2_183733,134.59864899999982 -1.9205990319999755,0.950623,-0.0121,-0.0243,0.0,27.7,26.4211,24.4017,23.1397,22.0535,21.5745
W2p1p2_183735,134.12431510000016 -1.9205518840000058,0.703491,-0.01,0.0044,0.0,21.7,24.2707,23.0395,22.5185,22.313,22.157
W2p1p2_183752,134.18470890000012 -1.920349609000004,0.0110436,-0.0061,0.0024,2.0651,15.0,24.3652,23.9859,23.6029,22.8095,22.4867
W2p1p2_183758,134.28873640000018 -1.9209217979999869,0.982374,-0.0067,-1.0E-4,0.0,148.8,21.8085,20.8698,20.4665,20.1818,20.0836
W2p1p2_183773,134.61800479999997 -1.9214164970000205,0.028851,-0.0151,-0.0223,1.6632,88.8,22.4029,21.6291,20.9004,20.652,20.3864
W2p1p2_183779,134.44733290000022 -1.9203846390000228,0.019181,-0.012,-0.0119,2.1722,17.7,26.4788,24.777,23.3339,22.5167,22.1072
W2p1p2_183781,134.75573509999998 -1.9202832139999904,6.39632E-4,-0.0091,-0.0348,2.8092,9.0,24.2988,24.011,23.8378,23.366,23.0525
W2p1p2_183815,134.54815079999986 -1.9203944060000089,0.982381,-0.0102,-0.017,0.0,71.8,25.5065,23.5274,22.3154,21.0018,20.3942
W2p1p2_183818,134.32785719999993 -1.9208107899999904,0.0287047,-0.0097,-0.0072,2.5255,97.0,22.2194,21.4974,20.8232,20.628,20.3667
W2p1p2_183860,134.72200180000016 -1.9217039849999988,0.0276508,-0.0098,-0.0381,3.7695,108.0,22.2157,21.511,20.7634,20.5525,20.2992
W2p1p2_183865,134.73485890000026 -1.9216143059999984,0.0286486,-0.0095,-0.033,2.8226,116.3,23.3944,22.3134,21.0417,20.3506,19.9227
W2p1p2_183873,134.2070887000002 -1.920504293000018,0.0210802,-0.0089,1.0E-4,3.1731,41.0,23.9591,23.1717,22.5428,21.5692,21.1033
W2p1p3_3631,134.9285463999999 -1.920191016000022,0.0700249,0.016,0.0244,0.7777,16.9,24.5698,23.8764,23.2773,22.5878,22.3398
W2p1p3_3634,134.50557369999993 -1.9201938079999752,0.31412,0.0416,0.0066,1.283,13.8,25.0867,24.2344,23.4677,22.8949,22.7961
W2p1p3_3635,134.25845219999974 -1.9201752919999981,0.0980396,0.0117,-0.0212,3.2195,9.0,24.3549,24.0884,24.0073,23.6269,23.5872
W2p1p3_3638,134.74961630000004 -1.9201192949999775,0.310739,0.0226,0.0082,2.8761,8.3,99.0,99.0,25.2395,23.7291,22.8579
W2p1p3_3640,134.71096119999993 -1.92012350200001,0.134803,0.0254,0.0054,2.4542,8.2,25.8923,25.3215,24.2101,23.5633,23.1275
W2p1p3_3644,134.0152463000001 -1.9200386590000198,0.301453,0.0129,-0.0752,0.7469,4.2,24.4568,24.2373,24.2036,24.2277,24.1021
W2p1p3_3645,134.8383669 -1.920047414999985,0.657456,-0.006,0.0158,0.0,2.9,25.3881,25.216,25.1081,24.5089,23.8498
W2p1p3_3646,134.4565708000002 -1.9201035060000002,0.815137,0.0179,-0.004,0.8004,8.0,26.3011,24.3856,23.7264,23.6721,23.6711
W2p1p3_3647,134.3051783 -1.920095670000005,0.0983056,0.0132,-0.0144,1.2587,5.6,24.5573,24.2902,24.154,23.9109,23.717
W2p1p3_3649,134.90016519999972 -1.9200251309999803,0.205775,0.0237,0.0187,0.9396,9.5,24.3629,24.1446,23.92,23.3242,23.242
W2p1p3_3650,134.50241670000023 -1.9201071709999784,0.0170337,0.0178,-0.0014,2.0679,10.4,24.384,23.9837,23.6552,23.2367,22.8841
W2p1p3_3657,134.8091863999999 -1.9200383050000114,0.655468,0.0219,0.0096,1.1582,3.8,99.0,25.589,24.9218,24.3187,24.2036
W2p1p3_3658,134.6531792999998 -1.9200345719999754,0.601161,0.0235,0.0049,2.8427,7.0,24.4245,24.3745,24.181,23.9281,23.1645
W2p1p3_3659,134.8806718000002 -1.9200208349999899,0.0148106,0.0178,0.0181,1.7172,6.9,24.6077,24.3592,24.3509,23.7788,23.5546
W2p1p3_3660,134.53481320000012 -1.9200970449999986,0.977728,0.0208,0.0029,0.0,21.1,25.8518,24.2397,23.0552,22.3129,21.9507
W2p1p3_3662,134.22063999999992 -1.9200071499999802,0.703093,0.0109,-0.0258,0.724,2.9,25.7951,25.9826,24.9637,24.6439,24.1717
W2p1p3_3663,134.75865709999982 -1.9199312780000077,0.226224,0.0226,0.0084,0.6612,6.5,25.0974,24.8397,24.3722,23.7792,23.5623
W2p1p3_3666,134.4719883999999 -1.9199313909999758,0.0148467,0.0179,-0.0031,3.6869,21.9,24.0581,22.9767,22.6032,22.373,22.222
W2p1p3_3668,134.60176809999987 -1.9198806489999838,0.394959,0.0228,0.0054,1.3374,4.0,25.3631,25.1272,24.965,24.1614,23.3677
W2p1p3_3670,134.82153259999995 -1.919853294999995,0.491033,0.0217,0.0097,1.684,3.8,25.0924,24.8637,24.8749,24.4117,23.7404
W2p1p3_3672,134.19442109999997 -1.9198790600000075,0.51537,0.0105,-0.0289,1.0027,3.1,99.0,25.5999,24.7219,24.4857,24.3591
W2p1p3_3674,134.40581 -1.9198878959999786,0.975047,0.0181,-0.0074,0.0,13.0,99.0,26.4738,24.9491,22.9256,22.1098
W2p1p3_3680,134.34378690000023 -1.9201848290000232,0.0277135,0.0136,-0.0116,1.7313,25.1,23.6559,23.123,22.42,22.058,21.9017
W2p1p3_3681,134.86719820000002 -1.9197783200000056,0.614301,0.013,0.0184,0.8785,3.5,99.0,25.7775,25.2717,24.6503,24.3258
W2p1p3_3682,134.4955526 -1.9198318419999965,0.339365,0.024,0.0019,1.0654,3.2,25.3813,25.367,25.1937,24.5681,24.6357
W2p1p3_3684,134.75988209999997 -1.9197791849999923,0.680557,0.0226,0.0085,1.0263,2.9,25.632,25.3038,25.324,24.6532,99.0
W2p1p3_3690,134.51366650000017 -1.9197586400000108,0.638037,0.0162,0.0031,0.6361,3.8,99.0,26.207,25.714,24.1492,23.5292
W2p1p3_3693,134.26590360000014 -1.9197276379999764,0.0464535,0.0119,-0.0203,1.0488,6.5,25.1176,24.7115,24.4866,23.6469,23.1862
W2p1p3_3697,134.4413097 -1.9197166869999929,0.262869,0.018,-0.0049,2.169,4.6,24.9128,24.7216,24.6536,24.3437,24.2654
W2p1p3_3701,134.5518099999999 -1.919682608999987,0.261292,0.0214,0.0036,1.192,8.3,25.3219,24.6611,23.8767,23.4775,23.4286
W2p1p3_3703,134.1585498 -1.9196503219999919,0.166183,0.008,-0.0367,0.962,8.6,24.1799,23.9194,23.8738,23.3737,23.2993
W2p1p3_3705,134.81045089999984 -1.9196018690000134,0.743901,0.022,0.0096,0.5561,3.3,25.724,24.8223,24.813,24.2949,24.3402
W2p1p3_3706,134.81512400000014 -1.919607309999996,0.621454,0.0219,0.0096,0.9852,6.1,24.7504,24.5117,24.1835,23.8539,23.4205
W2p1p3_3707,134.57643299999998 -1.9196552790000023,0.310308,0.0222,0.0046,1.2579,8.1,27.2544,25.7851,24.7038,23.5077,23.1941
W2p1p3_3710,134.7817823999997 -1.919715310000016,0.0177925,0.0224,0.009,1.8204,8.5,24.1894,23.6076,23.4795,23.3518,23.2614
W2p1p3_3711,134.5819706000001 -1.9197296679999987,0.00834481,0.0223,0.0048,2.4612,11.2,24.1077,23.7907,23.5928,23.0066,22.5806
W2p1p3_3712,134.57384380000013 -1.9196214870000043,0.373873,0.0221,0.0045,0.7433,7.5,99.0,27.1572,24.6852,23.4086,22.7591
W2p1p3_3715,134.17373040000012 -1.9195689990000149,0.0144745,0.0079,-0.0339,1.3187,5.8,24.6661,24.2719,24.0795,23.8052,23.4549
W2p1p3_3722,134.80366729999974 -1.9194992069999777,0.0525281,0.0221,0.0095,1.6624,5.4,25.0368,24.7282,24.625,24.1661,23.2466
W2p1p3_3727,134.4049257999998 -1.919466796999988,0.942943,0.009,-0.012,0.4412,6.8,27.0501,24.7447,23.9969,23.6542,23.5153
W2p1p3_3731,134.62028419999996 -1.919479135999993,0.0556871,-0.0053,-8.0E-4,1.9206,7.3,24.7335,24.5447,24.192,23.4936,22.8428
W2p1p3_3736,134.5457746000002 -1.9198660199999997,0.00185173,0.0211,0.0033,4.0356,17.8,23.8758,23.6393,22.9452,22.5387,22.6252
W2p1p3_3739,134.5367616999998 -1.9194403259999933,0.194873,0.0209,0.003,1.1128,4.3,24.905,24.6073,24.4556,24.3085,24.3532
W2p1p3_3743,134.7941455000001 -1.919328883999982,0.499676,0.0223,0.0093,1.6021,3.2,25.2606,24.8256,24.7004,24.5085,24.1642
W2p1p3_3744,134.81184639999975 -1.9193660449999856,0.0128568,0.022,0.0096,2.3893,11.1,26.7106,25.705,24.3599,22.9472,22.2941
W2p1p3_3745,134.55387600000014 -1.9193573390000136,0.204021,0.0215,0.0037,1.6882,9.0,99.0,25.8948,24.6039,23.3146,22.6988
W2p1p3_3748,134.32669499999975 -1.9193484400000211,0.927366,0.0135,-0.0128,0.4129,4.7,24.3568,24.1321,24.1775,24.0213,24.0258
W2p1p3_3750,134.74714279999995 -1.9192851340000074,0.470755,0.0227,0.0081,1.3059,5.6,25.143,24.7521,24.782,24.1253,23.553
W2p1p3_3751,134.2158161000003 -1.919325797000017,0.106844,0.0109,-0.0263,1.6074,5.9,24.9101,24.8341,24.6897,24.0025,24.0099
W2p1p3_3752,134.2004056000002 -1.9193001659999813,0.683286,0.0107,-0.0281,2.0788,5.4,26.593,25.1319,24.6,24.1514,24.452
W2p1p3_3754,134.1858894000001 -1.9197336959999887,0.0432774,0.0018,-0.0357,3.0609,14.2,24.4807,24.331,23.6349,22.8905,21.8742
W2p1p3_3755,134.21923909999995 -1.9192696049999876,0.518874,0.011,-0.0259,0.5071,4.5,99.0,25.9454,24.8611,24.1696,23.8158
W2p1p3_3760,134.91799979999993 -1.9201468900000125,0.0414124,0.0161,0.0229,1.4621,86.8,23.0726,21.9692,21.1492,20.6759,20.3406
W2p1p3_3763,134.9232325 -1.9191618679999884,0.0787635,0.0163,0.0234,1.7529,5.0,25.7642,24.5448,24.2784,24.0233,23.9742
W2p1p3_3766,134.33090889999977 -1.9192432440000116,0.5245,0.0136,-0.0125,0.7751,2.9,25.6914,25.4945,24.9449,24.52,99.0
W2p1p3_3769,134.6398924 -1.9192332760000135,0.961593,0.0245,0.005,0.0,8.5,99.0,25.4269,24.1942,23.5077,23.2002
W2p1p3_3770,134.42985199999976 -1.919285771000023,0.565751,0.018,-0.0056,1.154,27.2,26.2507,24.49,23.4518,22.0136,21.3269
W2p1p3_3773,134.00140400000004 -1.9191409000000208,0.013318,0.014,-0.0783,1.8895,7.4,25.2253,24.7468,24.3286,23.3871,22.9993
W2p1p3_3778,134.58325499999995 -1.9191618739999852,0.598081,0.0224,0.0048,0.9124,2.9,25.3995,25.254,25.042,24.4501,23.9573
W2p1p3_3779,134.16063170000018 -1.919164362999998,0.444221,0.008,-0.0363,1.4099,4.8,25.7215,25.1833,24.6641,23.9923,23.6756
W2p1p3_3785,134.01846629999983 -1.9190753579999944,0.674992,0.0127,-0.0741,1.4889,4.7,24.3654,24.3584,24.2098,24.0185,23.6891
W2p1p3_3788,134.44817049999995 -1.9192925850000153,0.0334878,0.018,-0.0045,1.4192,24.6,23.8731,23.4079,22.6169,22.1532,21.9841
W2p1p3_3796,134.59686800000028 -1.9190294979999925,0.771502,0.0228,0.0053,0.3951,6.6,24.9013,24.7705,24.4358,23.7819,23.421
W2p1p3_3798,134.33593540000024 -1.918964368000005,0.538253,0.0137,-0.0121,0.5146,7.0,25.8836,25.3872,24.3004,23.6593,23.4125
W2p1p3_3799,134.6455962999997 -1.9189332480000234,0.966653,0.0234,0.0048,0.2798,11.3,22.9747,23.4265,23.3586,23.0696,22.6121
W2p1p3_3801,134.16397900000004 -1.9193629640000232,0.0150242,0.008,-0.0357,1.979,14.2,25.1514,24.1865,23.1582,22.7587,22.5407
